ə
eɪ
eɪ z
eɪ
eɪ z
eɪ z
t ɹ ʌ
dʒ ɪ z
t ɹ ʌ
dʒ ɪ ŋ
t ɹ uː
d iː ə
t ɹ uː
uː d iː
t ɹ uː
uː d oʊ
t ɹ uː
uː d iː
t ɹ uː
t ɹ uː
v j uː
t ɹ uː
l ʌ d
t ɹ uː
uː ə l
t ɹ uː
l ʌ v
t ɹ ʊ
m ə n
t ɹ uː
uː ə ɹ
t ɹ uː
d eɪ l
t ɹ uː
d ɛ l
t ɹ uː
ɪ s t
t ɹ uː
ɹ uː t
t ɹ uː
ɛ k s
t ɹ uː
uː f oʊ
t ɹ uː
f oʊ z
t ɹ ʌ
f ə l
t ɹ ʌ
ə l z
t ɹ ʌ
l iː oʊ
t ɹ uː
uː k oʊ
t ɹ uː
iː k oʊ
t ɹ uː
z ə m
t ɹ uː
ɹ uː t
t ɹ uː
h iː oʊ
t ɹ ʌ
ɹ ʌ l
t ɹ ʌ
ŋ ə ɹ
t ɹ ʌ
l ə k
t ɹ uː
oʊ v iː
t ɹ ʌ
s ə n
t ɹ ʌ
l ə k
t ɹ uː
uː l iː
t ɹ uː
m ə n
t ɹ uː
ə n z
t ɹ ʌ
b ə l
t ɹ ʌ
m b oʊ
t ɹ ʌ
b ə l
t ɹ ʌ
m k ə
t ɹ ʌ
ʌ m p
t ɹ ʌ
m p s
t ɹ ʌ
m p t
t ɹ ʌ
p ə t
t ɹ ʌ
t ɪ d
t ɹ ʌ
t ə ɹ
t ɹ ʌ
t ɪ ŋ
t ɹ ʌ
ə t s
t ɹ ʌ
oʊ ə ɹ
t ɹ ʌ
m p s
t ɹ ʌ
k eɪ t
t ɹ ʌ
t ɪ d
t ɹ ʌ
eɪ t s
t ɹ ʌ
t ɪ ŋ
t ɹ ʌ
ʃ ə n
t ɹ ʌ
tʃ ɪ n
t ɹ ʌ
ɪ n z
t ɹ ʌ
d ə l
t ɹ ʌ
ə l d
t ɹ ʌ
ʌ ŋ k
t ɹ ʌ
l aɪ n
t ɹ ʌ
ŋ k s
t ɹ ʌ
n ə l
t ɹ ʌ
n z oʊ
t ɹ ɔː
ɹ ɔː ŋ
t ɹ uː
ɑː n oʊ
t ɹ uː
p ɪ n
t ɹ uː
ɪ n z
t ɹ ʌ
ɹ ʌ p
t ɹ uː
uː ɹ oʊ
t ɹ ʌ
ɹ ʌ s
t ɹ ʌ
k ə t
t ɹ ə
s k iː
t ɹ ʌ
l ə ɹ
t ɹ ʌ
l ə ɹ
t ɹ ʌ
s l oʊ
t ɹ ʌ
ɹ ʌ s
t ɹ ʌ
s ə l
t ɹ ʌ
s ɪ z
t ɹ ʌ
ʌ s t
t ɹ ʌ
s t s
t ɹ ʌ
t k oʊ
t ɹ ʌ
ɔː ɹ p
t ɹ ʌ
t ɪ d
t ɹ ʌ
s t iː
t ɹ ʌ
t iː z
t ɹ ʌ
t iː z
t ɹ ʌ
t iː z
t ɹ ʌ
ʃ ɪ p
t ɹ ʌ
h aʊ s
t ɹ ʌ
t ɪ ŋ
t ɹ ʌ
s t s
t ɹ ʌ
s t s
t ɹ ʌ
n ə s
t ɹ ʌ
ɹ ð iː
t ɹ ʌ
s t iː
t ɹ ə
s k iː
t ɹ uː
ɹ uː θ
t ɹ uː
f ə l
t ɹ uː
ə l iː
t ɹ uː
n ə s
t ɹ uː
n ə s
t ɹ uː
uː θ s
t ɹ ʌ
s ə l
t ɹ ʌ
ɪ l oʊ
t ɹ aɪ
t ɹ aɪ
aɪ ɑː n
t ɹ aɪ
ɑː n z
t ɹ aɪ
ɑː ɹ t
t ɹ ɪ
ɪ b ə
t ɹ ɪ
b ɪ s
t ɹ ɪ
ɹ ɪ ɡ
t ɹ ɪ
t ə d
t ɹ ɪ
ɡ v iː
t ɹ aɪ
aɪ ɪ n
t ɹ aɪ
aɪ ɪ ŋ
t ɹ aɪ
ɹ aɪ ŋ
t ɹ aɪ
aɪ ə n
t ɹ aɪ
aɪ aʊ t
t ɹ aɪ
aʊ t s
t ɹ ɪ
ɪ n ə
t ɹ ɪ
ɪ s t
t ɹ aɪ
aɪ s t
t ə ɹ
s k ə
t ə ɹ
s k iː
t ə ɹ
iː æ k
t iː ɛ
iː ɛ s
t s aɪ
s aɪ
t s aɪ
s aɪ z
s aɪ z
t s ɑː
k oʊ s
t s æ
s æ ŋ
s æ ŋ
t s aʊ
s aʊ
z ɑː ɹ
t s ɑː
s ɑː ɹ
tʃ æ n
n t s
tʃ ɛ t
t ə ɹ
tʃ aɪ d
aɪ d ə
tʃ ɛ ɹ
ɑː ɹ t
tʃ ɑː p
tʃ uː d
uː d iː
tʃ uː m
uː m iː
t s iː
s iː
t s ɛ
m ə l
t s ɛ
s ɛ ŋ
s ɛ ŋ
t s iː
t iː t
t s iː
ʃ ɪ s
ə d iː
t s j
j æ ŋ
s ɪ ŋ
ŋ t aʊ
t s ɪ
ŋ d aʊ
t s oʊ
s oʊ
t s ɔː
ɡ ə s
s ɔː ŋ
ɡ ə s
t s ɔː
ɡ ə s
s ɔː ŋ
ɡ ə s
t s ɔː
s ə z
s ɔː ŋ
s ə z
t s uː
t s uː
uː d ə
s uː d
uː d ə
t s uː
s uː iː
s uː iː
t s uː
uː dʒ iː
s uː dʒ
uː dʒ iː
t s uː
oʊ t oʊ
s uː k
oʊ t oʊ
t s uː
uː b ə
s uː k
uː b ə
t s uː
ɑː m iː
s uː n
ɑː m iː
t s uː
n iː oʊ
s uː n
n iː oʊ
t s uː
uː m iː
s uː ɹ
uː m iː
t s uː
oʊ m uː
t iː t
t iː z
t uː
t ʌ b
t uː b
uː b ə
t uː b
b ə l
t ʌ b
t ʌ b
ʌ b z
t ʌ b
ʌ b iː
t uː b
t j uː
j uː b
t ə b
s ɪ s
t uː b
s ə s
t uː b
s ə s
t uː b
v ɪ l
t uː b
uː b z
t uː b
b ɪ ŋ
t ʌ b
m ə n
t ʌ b
ʌ b z
t uː b
l ə ɹ
t uː b
j uː l
t uː tʃ
uː tʃ iː
t uː tʃ
tʃ iː s
t uː tʃ
oʊ n iː
t uː tʃ
ɪ l oʊ
t uː tʃ
tʃ ɛ k
t ʌ tʃ
t ʌ k
m ə n
t ə h
s k iː
t ʌ k
t ʌ k
ʌ k t
t ʌ k
k ə ɹ
t ʌ k
ə ɹ z
t ʌ k
m ə n
t ʌ k
k ɪ t
t ʌ k
ʌ k iː
t ʌ k
k ɪ ŋ
t ʌ k
m ə n
t ʌ k
ʌ k s
t uː s
s ɑː n
t uː k
m ə n
t uː d
t uː d
s k oʊ
t ʊ dʒ
m ə n
t ʊ dʒ
ə n z
t uː d
d ə ɹ
t j uː
d ə ɹ
t j uː
ə ɹ z
t uː
t uː l
t uː l
t uː z
z d iː
t uː z
z d eɪ
t j uː
z d eɪ
t uː z
d iː z
t uː z
d eɪ z
t j uː
d eɪ z
t uː z
d eɪ z
t uː z
d iː z
t j uː
d eɪ z
t uː f
uː f ə
t uː f
ɑː n oʊ
t ʌ f
t ʌ f
n ɪ l
t uː f
uː f oʊ
t ʌ f
ʌ f t
t ʌ f
ʌ f t
t ʌ f
t ə d
t ʌ f
t ɪ d
t ʌ f
l aɪ k
t ʌ f
f t s
t ʌ ɡ
t ʌ ɡ
b oʊ t
t ʌ ɡ
oʊ t s
t ʌ ɡ
ʌ ɡ d
t ʌ ɡ
ɡ ɪ ŋ
t ʌ ɡ
ɡ ə l
t ʌ ɡ
m ə n
t ʌ ɡ
ʌ ɡ z
t ʌ ɡ
w ɛ l
t uː h
h ə n
t uː ɪ
t ɹ ə
t uː t
t j uː
ʃ ə n
t uː ɪ
ə n z
t uː k
t ʌ k
ʌ k s
t uː l
uː l ə
t uː l
l eɪ n
t j uː
uː l iː
t uː l
l ə p
t uː l
ə p s
t ʌ l
t ʌ l
l ə ɹ
t ʌ l
l ə ɹ
t uː l
uː l iː
t ʌ l
l iː ə
t ʌ l
iː ə ɹ
t uː l
l iː oʊ
t ʌ l
l ɪ s
t ʌ l
iː ɪ s
t uː l
uː l oʊ
t ʌ l
l ə k
t ʌ l
l ə k
t ʌ l
l oʊ z
t ʌ l
ʌ l iː
t ʌ l
l s ə
t uː m
uː m ə
t uː m
ə ɹ iː
tʃ uː m
m ə n
t uː m
z oʊ s
t ʌ m
b ə l
t ʌ m
ə l d
t ʌ m
l ə ɹ
t ʌ m
ə ɹ z
t ʌ m
ə ɹ z
t ʌ m
ə l z
t ʌ m
s ə n
t ʌ m
l ɪ n
t ʌ m
l ɪ ŋ
t ʌ m
l ɪ ŋ
t uː m
ɹ ɪ k
t uː m
ɪ n t
t ʌ m
ʌ m iː
t uː m
ɛ l oʊ
t ʌ m
l ɪ n
t ʌ m
s ə n
t ʌ m
m iː z
t uː m
ɛ l oʊ
t ʌ m
ə n d
t ʌ m
ʌ m iː
t uː m
oʊ l oʊ
t uː m
m ə ɹ
t uː m
ə ɹ z
t ʌ m
ʌ m z
t ʌ m
ʌ m z
t uː m
ə l t
t uː m
uː ə s
t uː m
l t iː
t uː n
uː n ə
t j uː
uː n ə
t uː n
b ə l
t uː n
f ɪ ʃ
t uː n
n ə z
t ʌ n
ʌ n d
t ʌ n
d ɹ ə
t uː n
t uː n
uː n d
t uː n
f ə l
t uː n
n ə ɹ
t uː n
uː n z
t uː n
n ʌ p
t ʌ ŋ
t ʌ ŋ
ʌ ŋ z
t uː ŋ
ŋ eɪ t
t ʌ ŋ
ɹ æ m
t ʌ ŋ
ɹ ə m
t ʌ ŋ
ə m z
t ʌ ŋ
t ə n
t uː n
n ɪ k
t uː n
ɪ k ə
t uː n
k ə z
t uː n
k ə t
t ʌ n
n ɪ k
t uː n
n ɪ ŋ
t uː n
n ɪ s
t uː n
n iː s
t uː n
iː ʒ ə
t uː n
ʒ ə n
t ʌ n
s ə n
t uː n
s ə n
t ʌ ŋ
l æ ŋ
t ʌ ŋ
ŋ k s
t ʌ ŋ
ŋ k uː
t ʌ n
n ə l
t ʌ n
ə l z
t ʌ n
l ɪ ŋ
t ʌ n
n ə l
t ʌ n
ə l z
t ʌ n
ʌ n iː
t ʌ n
ʌ n iː
t ʌ n
t ə l
t uː h
uː h eɪ
t uː iː
t w ɔː
l uː m
t w oʊ
oʊ m iː
t uː p
uː p ə
t uː p
p ɔː k
t j uː
ə l oʊ
t uː p
ə l oʊ
t uː p
l ɑː v
t ʌ p
p ə ɹ
t ʌ p
w ɛ ɹ
t uː p
uː p iː
t ə ɹ
d ə t
t ʊ ɹ
ɑː n oʊ
t ɛ ɹ
b ə n
t ɛ ɹ
ə n z
t ɛ ɹ
b ə s
t ɛ ɹ
b ə n
t ɛ ɹ
v ɪ l
t ɛ ɹ
b ɪ t
t ɛ ɹ
v ɪ l
t ə ɹ
ə t iː
t ɛ ɹ
b ɪ n
t ɛ ɹ
b aɪ n
t ɛ ɹ
n ə n
t ɛ ɹ
aɪ n z
t ɛ ɹ
ɹ b oʊ
t ɛ ɹ
ɑː ɹ dʒ
t ɛ ɹ
ɹ dʒ d
t ɛ ɹ
dʒ ɪ z
t ɛ ɹ
dʒ ɪ ŋ
t ɛ ɹ
f æ n
t ɛ ɹ
dʒ ɛ t
t ɛ ɹ
ɹ ɑː p
t ɛ ɹ
ɑː p s
t ɛ ɹ
b oʊ z
t ɛ ɹ
ɹ b oʊ
t ɛ ɹ
b ʌ t
t ɛ ɹ
æ k s
t ɛ ɹ
ə n s
t ɛ ɹ
ə n t
t ɛ ɹ
f ɪ l
t ʊ ɹ
ɹ k iː
t ɛ ɹ
tʃ ɪ n
t ɛ ɹ
tʃ ɪ n
t ɛ ɹ
ɛ ɹ k
t ɛ ɹ
ɹ k oʊ
t ɛ ɹ
k ə t
t ə ɹ
k ɔː t
t ə ɹ
ɔː t s
t ʊ ɹ
t j uː
ɹ ɪ k
t j uː
ɹ ɪ n
t ɛ ɹ
ɛ ɹ f
t ɛ ɹ
dʒ ɪ n
t ɛ ɹ
dʒ ɪ d
t ɛ ɹ
ɡ ə t
t ʊ ɹ
ʊ ɹ iː
t j ʊ
ɹ ɪ n
t ʊ ɹ
ɹ ɪ n
t ʊ ɹ
ɹ ɪ ŋ
t ʊ ɹ
s m oʊ
t ɛ ɹ
ɛ ɹ k
t ɛ ɹ
k ə l
t ɛ ɹ
ɹ k iː
t ɛ ɹ
k iː z
t ɛ ɹ
k iː z
t ɛ ɹ
k ɪ k
t ɛ ɹ
t ə n
t ɛ ɹ
k ɪ ʃ
t ɛ ɹ
m ɛ n
t ɛ ɹ
t æ n
t ɛ ɹ
ɹ k oʊ
t ɛ ɹ
v ɪ tʃ
t ɛ ɹ
ɹ k s
t ɛ ɹ
ɹ l iː
t ɛ ɹ
t ə n
t ɛ ɹ
ɹ l oʊ
t ɛ ɹ
ɹ l aʊ
t ɛ ɹ
m ə n
t ɛ ɹ
m ə l
t ɛ ɹ
ɔː j l
t ɛ ɹ
ɛ ɹ n
t ɛ ɹ
b aʊ t
t ɛ ɹ
n ɪ dʒ
t ɛ ɹ
aʊ n d
t ɛ ɹ
n d z
t ɛ ɹ
n b ɔː
t ʊ ɹ
n b oʊ
t ɛ ɹ
n b aʊ
t ɛ ɹ
n b oʊ
t ɛ ɹ
ɹ ɪ dʒ
t ɛ ɹ
b ʊ l
t ɛ ɹ
k oʊ t
t ɛ ɹ
d aʊ n
t ɛ ɹ
ɹ n d
t ɛ ɹ
n ə ɹ
t ɛ ɹ
ə ɹ z
t ɛ ɹ
ɹ n iː
t ɛ ɹ
h ə m
t ɛ ɹ
n ɪ ŋ
t ɛ ɹ
n ə p
t ɛ ɹ
ə p s
t ə ɹ
s iː d
t ɛ ɹ
n k iː
t ɛ ɹ
n l iː
t ɛ ɹ
m aɪ ɹ
t ɛ ɹ
n ɔː f
t ɛ ɹ
n aʊ t
t ɛ ɹ
aʊ t s
t ɛ ɹ
v ə ɹ
t ɛ ɹ
ə ɹ z
t ɛ ɹ
p aɪ k
t ɛ ɹ
aɪ k s
t ɛ ɹ
ɛ s t
t ɛ ɹ
ɪ s t
t ɛ ɹ
ɹ n z
t ɛ ɹ
t aɪ l
t ɛ ɹ
aɪ l z
t ɛ ɹ
b ə l
t ɛ ɹ
ə l z
t ʊ ɹ
ʊ ɹ oʊ
t ʊ ɹ
ʊ ɹ oʊ
t ə ɹ
s k iː
t ɛ ɹ
p ə n
t ɛ ɹ
t aɪ n
t ɛ ɹ
p ɪ n
t ɛ ɹ
t uː d
t ɛ ɹ
ɔː j z
t ɔː ɹ
ɹ ə l
t ʊ ɹ
iː n iː
t ɛ ɹ
ɹ ə t
t ɛ ɹ
ɛ ɹ t
t ɛ ɹ
ə t s
t ʊ ɹ
ʊ ɹ iː
t ɔː ɹ
ɹ ə l
t ʊ ɹ
ɹ s iː
t ɛ ɹ
s k iː
t ɛ ɹ
t ə l
t ɛ ɹ
ə l z
t ɛ ɹ
n ɛ k
t ɛ ɹ
ɛ k s
t ɛ ɹ
ə l z
t ɛ ɹ
t ə n
t ə ɹ
ɹ v eɪ
t ɛ ɹ
v ɪ l
t ɛ ɹ
ɹ v iː
t uː s
uː s ə
t ʌ s
uː s ə
t ʌ s
s ə z
t ʌ s
k ə n
t ʌ s
ə n iː
t ʊ ʃ
t ʊ ʃ
ʃ ɪ z
t uː s
s ɪ ŋ
t ʌ s
ʌ s k
t ʌ s
ə ɡ iː
t ə s
iː ɡ iː
t ʌ s
s k s
t uː z
z l ə
t uː s
s oʊ z
t ə s
s oʊ z
t ʌ s
ʌ s iː
t ʌ s
s ɪ ŋ
t ʌ s
s ə l
t ʌ s
ə l d
t ʌ s
ə l z
t ʌ s
t ɪ n
t ʌ t
t ʌ t
ʌ t s
t j uː
l ɪ dʒ
t j uː
t ə n
t ʌ t
h ɪ l
t uː t
iː n oʊ
t ʌ t
t k oʊ
t uː t
t ə ɹ
t uː t
ə ɹ d
t uː t
iː ə l
t uː t
ə l z
t uː t
ɹ ɪ ŋ
t uː t
ə ɹ z
t uː t
t s iː
t uː t
s iː z
t uː t
s iː z
t ʌ t
t ʌ t
ə ɹ oʊ
t uː t
uː t iː
t ʌ t
t ə l
t ʌ t
t ə n
t uː t
uː t uː
t ʌ t
l ə ɹ
t uː v
ɑː l uː
t ʌ k
ʌ k s
t ʌ k
iː d oʊ
t ə k
d oʊ z
t ʌ k
ə ɹ d
t ʌ k
ə ɹ n
t uː l
t uː z
z l ə
t uː z
l ə z
t uː t
iː n oʊ
t iː v
iː v iː
t ɛ l
ʒ ə n
t v ɛ
ɛ d t
t v iː
v iː t
t ə v
s æ t
t w ɑː
d ɛ l
t w ɑː
d ə l
t w eɪ
w eɪ n
t w eɪ
eɪ n z
t w ɑː
w ɑː ŋ
t w ɑː
n dʒ iː
t w ə
s k iː
t w ɔː
ɹ d iː
t w ɔː
ɹ ɔː ɡ
t w ʌ
w ʌ z
t w iː
w iː k
t w iː
iː k t
t w iː
k ɪ ŋ
t w iː
iː k s
t w ɛ
ɛ d t
t w iː
w iː d
t w iː
iː d iː
t w iː
d ə l
t w iː
iː d iː
t w iː
w iː t
t w iː
z ə ɹ
t w iː
m æ n
t w iː
ə ɹ z
t w ɛ
l f θ
t w ɛ
ɛ l v
t w ɛ
l v θ
t w ɛ
t iː z
t w ɛ
n iː z
t w ɛ
iː ə θ
t w ɛ
iː ɪ θ
t w ɛ
iː ə θ
t w ɛ
iː ɪ θ
t w ɛ
n t iː
t w ɛ
ɛ n iː
t w ɛ
t iː z
t w ɛ
n iː z
t w ɛ
θ ɪ ŋ
t w ɛ
θ ɪ ŋ
t w ɛ
ɪ ŋ z
t w ɛ
ɪ ŋ z
t w ɛ
s k iː
t w iː
t ə n
t w aɪ
w aɪ s
t w ɪ
tʃ ə l
t w ɪ
d ə l
t w ɪ
l ɪ ŋ
t w ɪ
ɪ d iː
t w ɪ
ə ɹ d
t w ɪ
w ɪ ɡ
t w ɪ
w ɪ ɡ
t w ɪ
ɪ ɡ d
t w ɪ
ɪ ɡ z
t w ɪ
ɪ ɡ iː
t w ɪ
ɪ ɡ z
t w aɪ
l aɪ t
t w ɪ
w ɪ l
t w ɪ
ɪ l iː
t w ɪ
w ɪ n
t w aɪ
w aɪ n
t w aɪ
aɪ n d
t w ɪ
ɪ n dʒ
t w aɪ
n ɪ ŋ
t w ɪ
dʒ ɛ t
t w ɪ
ɛ t s
t w ɪ
ŋ k iː
t w ɪ
k iː z
t w ɪ
k ə l
t w ɪ
ə l d
t w ɪ
ə l z
t w ɪ
l ɪ ŋ
t w ɪ
l ɪ ŋ
t w ɪ
ɪ n z
t w ɪ
ɪ n z
t w ɪ
ə ɹ ɡ
t w ɛ
ɛ ɹ l
t w ɛ
ɹ l d
t w ɛ
l ə ɹ
t w ɛ
l ɪ ŋ
t w ɛ
ɹ l z
t w ɪ
w ɪ s
t w ɪ
ɪ s t
t w ɪ
t ə d
t w ɪ
t ɪ d
t w ɪ
t ə ɹ
t w ɪ
ə ɹ z
t w ɪ
t ɪ ŋ
t w ɪ
s t s
t w ɪ
s t iː
t w ɪ
w ɪ tʃ
t w ɪ
ɪ tʃ t
t w ɪ
tʃ ə l
t w ɪ
tʃ ɪ z
t w ɪ
tʃ ɪ ŋ
t w aɪ
w aɪ t
t w ɪ
t ə ɹ
t w ɪ
ɪ t iː
t uː
t uː z
t uː f
oʊ l d
t w oʊ
h ɪ ɡ
t w uː
b l iː
t w ɑː
ɑː m iː
t w ɑː
ʃ aɪ n
t w ɑː
aɪ n z
t w ɛ
ɹ ɪ k
t uː z
t uː s
s ə m
t uː θ
ɹ d z
t w aɪ
ə ɹ d
t w aɪ
aɪ l ə
t w aɪ
m ə n
t aɪ
t aɪ s
æ k s
t ɪ b
ə l t
t aɪ b
s k iː
t aɪ s
t aɪ k
aɪ k oʊ
t aɪ k
k oʊ z
t aɪ k
k uː n
t aɪ k
uː n z
t aɪ k
uː n z
t aɪ d
ɪ ŋ z
t aɪ
t aɪ ə
aɪ ə ɹ
t aɪ ɡ
ɡ ɑː ɹ
t aɪ ɡ
ɑː ɹ t
t aɪ ɡ
ɡ ə ɹ
t aɪ ɪ
aɪ ɪ ŋ
t aɪ k
t aɪ l
l ə n
t aɪ l
aɪ l iː
t aɪ l
n ɔː l
t aɪ l
ɔː l z
t aɪ l
l ə ɹ
t aɪ l
ə ɹ z
t ɪ l
l k ə
t ɪ m
s k iː
t aɪ m
n ɛ t
t ɪ m
n ɪ k
t ɪ m
n ə m
t aɪ n
n ə n
t ɪ n
d ə l
t aɪ n
t aɪ n
n ə ɹ
t aɪ n
aɪ n z
t aɪ oʊ
t iː w
w aɪ oʊ
t aɪ p
t aɪ p
b ə l
t aɪ p
æ s t
t aɪ p
t ɪ ŋ
t aɪ p
aɪ p t
t aɪ p
f eɪ s
t aɪ p
s ə z
t aɪ p
aɪ p s
t aɪ p
s ɛ t
t aɪ p
t ɪ ŋ
t aɪ p
t ə ɹ
t aɪ p
ə ɹ z
t aɪ p
t ɪ ŋ
t aɪ p
t ə n
t aɪ f
ɔː j d
t aɪ f
f uː n
t aɪ f
uː n z
t aɪ f
f ə s
t ɪ p
k ə l
t ɪ p
k ə l
t ɪ p
k l iː
t ɪ p
ə l iː
t ɪ p
f aɪ d
t ɪ p
f aɪ z
t ɪ p
ə f aɪ
t aɪ p
p ɪ ŋ
t aɪ p
ɪ ŋ z
t aɪ p
ɪ s t
t aɪ p
s t s
t aɪ p
aɪ p oʊ
t aɪ p
k ə l
t ə p
ə f iː
t aɪ ɹ
aɪ ɹ ə
t ə ɹ
k ə l
t ɪ ɹ
n iː z
t ɪ ɹ
ɹ ə s
t ɪ ɹ
ə n iː
t aɪ ɹ
ə n t
t aɪ ɹ
n t s
t aɪ ɹ
t aɪ ɹ
aɪ ɹ iː
t aɪ ɹ
ɹ ə l
t aɪ ɹ
ɹ oʊ n
t aɪ ɹ
ɹ ɛ l
t ə ɹ
iː ə n
t aɪ s
dʒ ə ɹ
t aɪ s
s ə n
t aɪ s
ə n z
t aɪ s
ə n z
t j uː
j uː s
t iː eɪ
eɪ s iː
t æ k
j uː
j uː z
j uː
j uː z
j uː z
j uː ɑː
ɹ k oʊ
j uː ɑː
ɑː ɹ t
ʌ b ə
b ə n
j uː b
b ə ɹ
j uː b
t ə s
j uː b
ɪ t iː
uː tʃ ə
tʃ ə l
uː tʃ ə
ə l z
uː tʃ iː
uː k iː
iː d ə
ʌ k l
l æ f
j uː k
l æ f
uː d ɑː
ɑː w ə
j uː d
d eɪ l
j uː d
d ə l
uː d eɪ
ʌ d ɪ
d ɪ n
uː d
ʌ d ə
d ə l
ə d ɛ
d ɛ l
uː d ə
d ə n
uː d oʊ
ʌ d oʊ
oʊ l f
ʌ d v
v ɑː ɹ
uː d v
ɹ h iː
j uː d
ɹ h iː
uː d v
h iː z
j uː d
h iː z
j uː d
uː d iː
ʊ b ə
b ə l
j uː b
ɹ ɔː θ
ʊ k ə
k ə ɹ
ʊ k ə
ə ɹ t
w ɛ d
ɛ d ə
uː eɪ d
eɪ d ə
uː eɪ h
ɑː ɹ ə
ʊ l ɪ
l ɪ ŋ
j uː ɛ
ɛ k iː
ʊ l ə
ə n d
ʊ l m
m ə n
ʊ l m
m ɛ n
ʊ l m
ɛ n z
uː ɪ m
uː ɹ ə
w ɛ n
ɛ n oʊ
uː eɪ n
eɪ n oʊ
w ɛ n
ɑː ɹ ə
uː eɪ n
ɑː ɹ ə
ʌ f ə
m ə n
uː ɡ ɑː
l d iː
j uː ɡ
n d ə
j uː ɡ
n d ə
j uː ɡ
d ə z
j uː ɡ
d ə n
j uː ɡ
d ə n
uː ɡ ɑː
ɹ t iː
ʌ ɡ
ʌ ɡ ɪ
ɪ t iː
ʌ ɡ l
iː ə ɹ
ʌ ɡ l
ə s t
ʌ ɡ l
n ə s
ʌ ɡ l
ɡ l iː
j uː ɡ
l ɪ n
uː ɡ oʊ
iː n iː
j uː ɡ
ɹ ɪ k
ʌ
ʌ h ʌ
ʌ d
uː d ə
uː ə ɹ
ʌ
ʌ l
uː l ə
ə n d
uː ə l
uː l ə
l ə ɹ
uː l ɪ
l ɪ k
uː l ɪ
l ɪ ɡ
uː l ə
l ə ɹ
uː l m
m ə n
uː l m
m ə n
uː l z
ʊ ɹ
ʊ ɹ ɪ
ɹ ɪ k
ʊ ɹ ɪ
ɹ ɪ ɡ
ʊ ɹ ɪ
ɹ ɪ n
j uː ɪ
n t ə
j uː k
k eɪ z
ʌ k m
m ə n
j uː k
ɹ eɪ n
j uː k
eɪ n z
j uː k
iː ə n
j uː k
ə n z
j uː k
ə n z
j uː k
eɪ l iː
ʌ l
j uː l
uː l ə
uː l ɑː
t ɑː ɹ
j uː l
t ɑː ɹ
j uː l
l æ m
j uː l
ə n d
ə l ə
s k iː
ʌ l b
ɹ ɪ k
ʌ l b
ɪ k t
ʌ l s
s ə ɹ
ʌ l s
ʃ ə n
ʌ l s
ə n z
ʌ l s
ə ɹ z
ʌ l tʃ
j uː l
uː l iː
j uː l
l iː z
ə l ɛ
ɛ ɹ iː
ʌ l f
ʌ l f
ə ɹ d
ʌ l ɡ
ɡ ə ɹ
j uː l
uː l iː
uː l iː
ɑː n oʊ
j uː l
s k iː
j uː l
æ s iː
j uː l
s iː z
uː l iː
ɑː ɹ iː
ə l ɪ
k n iː
uː l iː
iː m ə
j uː l
l ɪ n
j uː l
t s ə
ʌ l ə
ə n d
j uː l
ə ɹ ɡ
uː l ə
ə ɹ iː
ʌ l m
m ə n
ʌ l m
m ə n
ʌ l m
m ə ɹ
uː l oʊ
l oʊ ə
ʌ l ə
l ə k
ʌ l ə
l ə m
ʊ l ɹ
ɹ ɪ k
j uː l
s iː z
ʌ l m
ʌ l m
m ə n
ʌ l m
m ə ɹ
ʌ l m
m ə ɹ
ʌ l m
m ə s
ʌ l ɹ
l ɹ iː
ʌ l ɹ
ɹ ɪ k
ʌ l ɹ
ɪ k ə
ʌ l ɹ
ɹ ɪ tʃ
ʌ l ɹ
ɹ ɪ k
ʌ l s
s ə n
ʌ l ʃ
ʌ l ʃ
f ə ɹ
ʌ l s
t ə ɹ
ə l t
iː ə ɹ
ʌ l t
ɪ m ə
ʌ l t
m ə t
ʌ l t
t l iː
ʌ l t
t ə m
ʌ l t
ə m z
ʌ l t
t ɹ ə
ʌ l t
ɹ ə z
ʌ l t
t ɪ v
ʌ l t
ɹ ɛ ɹ
ʌ l t
m ɑː ɹ
ʌ l t
ə ɹ n
ʌ l t
ə s t
ʌ l t
s t s
ʌ l t
s t s
ʌ l t
n ɪ k
ʌ l t
aʊ n d
ʌ l t
t ə m
ʌ l t
ə m z
ʌ l t
l ɪ t
j uː l
n d iː
uː l v
l v ə
ʌ l v
ə ɹ t
j uː l
s iː z
ʌ m
j uː m
uː m ə
uː m ɑː
ɑː n ə
ə m æ
s k iː
j uː m
m æ s
ʌ m b
b ɑː k
ʌ m b
ɡ ə ɹ
ʌ m b
m b aʊ
ʌ m b
b ə l
ʌ m b
ɡ ə ɹ
ə m b
ɹ t oʊ
ə m b
k ə l
ʌ m b
b ə l
ʌ m b
b ɹ ə
ʌ m b
ɹ ɪ dʒ
ə m b
ɛ l ə
ʌ m b
ɛ l ə
ə m b
l ə z
ʌ m b
ɹ iː ə
j uː m
t s uː
ʌ m f
l iː t
ʌ m h
l t s
ʌ m l
ə n d
uː m l
ɑː s iː
ʌ m l
l aʊ f
ʌ m
ʌ m ə
m ə l
ə m f
l ɛ t
ʌ m f
ɹ ɪ s
ʌ m f
f ɹ iː
ʌ m p
aɪ ə ɹ
ʌ m p
ə ɹ z
ʌ m p
t iː n
ʌ m p
iː n θ
ʌ m ʃ
ʃ aɪ d
ʌ m s
t ɛ d
ʌ n
j uː ɛ
uː ɛ n
uː n ə
j uː ɛ
ɛ n eɪ
ʌ n ə
æ ʃ t
ʌ n ə
